# 23 directories
# dir   1  /btl
# dir   2  /btl/char
# dir   3  /btl/common
# dir   4  /btl/cut_in
# dir   5  /btl/debug
# dir   6  /btl/eff
# dir   7  /btl/magic
# dir   8  /btl/map
# dir   9  /btl/prm
# dir  10  /fc
# dir  11  /item
# dir  12  /item/icon
# dir  13  /m
# dir  14  /m/misc
# dir  15  /m/misc/2D
# dir  16  /m/misc/etc
# dir  17  /menu
# dir  18  /menu/monsterbook
# dir  19  /menu/spirlink
# dir  20  /movie
# dir  21  /s
# dir  22  /s/lvd
# dir  23  /title
# fat_id	start	end	size	path
368	140866560	140889393	22833	/s/C3603
369	140889600	140916887	27287	/s/C3604
370	140917248	140941316	24068	/s/C3605
371	140941824	140964266	22442	/s/C3701
372	140964352	140993716	29364	/s/C3702
373	140994048	141036340	42292	/s/C3703
374	141036544	141050162	13618	/s/C3704
375	141050368	141058522	8154	/s/C3705
376	141058560	141081133	22573	/s/C3706
377	141081600	141111050	29450	/s/C3801
378	141111296	141134154	22858	/s/C3802
379	141134336	141155694	21358	/s/C3803
380	141155840	141183746	27906	/s/C3804
381	141184000	141207474	23474	/s/C3901
382	141207552	141225949	18397	/s/C3902
383	141225984	141248634	22650	/s/C3903
384	141249024	141270077	21053	/s/C3904
385	141270528	141279455	8927	/s/C3905
386	141279744	141288302	8558	/s/C3906
387	141288448	141321472	33024	/s/C4001
388	141321728	141335671	13943	/s/C4002
389	141336064	141354185	18121	/s/C4003
390	141354496	141364519	10023	/s/C4004
391	141364736	141374348	9612	/s/C4005
392	141374464	141394566	20102	/s/C4006
393	141394944	141412523	17579	/s/C4101
394	141412864	141422696	9832	/s/C4102
395	141423104	141452151	29047	/s/C4103
396	141452288	141474840	22552	/s/C4104
397	141475328	141486157	10829	/s/C4105
398	141486592	141542800	56208	/s/C4106
399	141542912	141566222	23310	/s/C4201
400	141566464	141586463	19999	/s/C4202
401	141586944	141599878	12934	/s/C4203
402	141600256	141624457	24201	/s/C4204
403	141624832	141630443	5611	/s/C4205
404	141630464	141644531	14067	/s/C4206
405	141644800	141665896	21096	/s/C4207
406	141666304	141676843	10539	/s/C4208
407	141677056	141700304	23248	/s/C4301
408	141700608	141735791	35183	/s/C4302
409	141735936	141757571	21635	/s/C4303
410	141757952	141779279	21327	/s/C4304
411	141779456	141802119	22663	/s/C4305
412	141802496	141820784	18288	/s/C4306
413	141820928	141844516	23588	/s/C4401
414	141844992	141865321	20329	/s/C4402
415	141865472	141899431	33959	/s/C4403
416	141899776	141915741	15965	/s/C4404
417	141916160	141952080	35920	/s/C4405
418	141952512	141972508	19996	/s/C4406
419	141972992	141998536	25544	/s/C4407
420	141998592	142026402	27810	/s/C4408
421	142026752	142041589	14837	/s/C4501
422	142041600	142061038	19438	/s/C4502
423	142061056	142087798	26742	/s/C4503
424	142088192	142111583	23391	/s/C4504
425	142111744	142141069	29325	/s/C4505
426	142141440	142163691	22251	/s/C4601
427	142163968	142187052	23084	/s/C4602
428	142187520	142207954	20434	/s/C4603
429	142208000	142223004	15004	/s/C4604
430	142223360	142234743	11383	/s/C4605
431	142235136	142261547	26411	/s/C4606
432	142261760	142294771	33011	/s/C4607
433	142295040	142326563	31523	/s/C4608
434	142326784	142361668	34884	/s/C4609
435	142362112	142389741	27629	/s/C4610
436	142389760	142418409	28649	/s/C4611
437	142418432	142450689	32257	/s/C4612
438	142451200	142471857	20657	/s/C4613
439	142472192	142493251	21059	/s/C4701
440	142493696	142508090	14394	/s/C4702
441	142508544	142521550	13006	/s/C4703
442	142521856	142555654	33798	/s/C4704
443	142556160	142573298	17138	/s/C4705
444	142573568	142585740	12172	/s/C4706
445	142585856	142598979	13123	/s/C4707
446	142599168	142613272	14104	/s/C4708
447	142613504	142632647	19143	/s/C4709
448	142632960	142664266	31306	/s/C4801
449	142664704	142703044	38340	/s/C4802
450	142703104	142726593	23489	/s/C4803
451	142726656	142760584	33928	/s/C4804
452	142760960	142785207	24247	/s/C4805
453	142785536	142807962	22426	/s/C4806
454	142808064	142827364	19300	/s/C4807
455	142827520	142848420	20900	/s/C4901
456	142848512	142865174	16662	/s/C4902
457	142865408	142873905	8497	/s/C4903
458	142874112	142897055	22943	/s/C4904
459	142897152	142916401	19249	/s/C4905
460	142916608	142965029	48421	/s/C4906
461	142965248	142991062	25814	/s/C4907
462	142991360	143015366	24006	/s/C5001
463	143015424	143041799	26375	/s/C5002
464	143042048	143075870	33822	/s/C5003
465	143076352	143102057	25705	/s/C5004
466	143102464	143133632	31168	/s/C5005
467	143133696	143159419	25723	/s/C5006
468	143159808	143181636	21828	/s/C5007
469	143181824	143189556	7732	/s/C5008
470	143190016	143208396	18380	/s/C5009
471	143208448	143234515	26067	/s/C5101
472	143234560	143259579	25019	/s/C5102
473	143259648	143287569	27921	/s/C5103
474	143287808	143317936	30128	/s/C5104
475	143318016	143343241	25225	/s/C5105
476	143343616	143380030	36414	/s/C5201
477	143380480	143413934	33454	/s/C5202
478	143414272	143457119	42847	/s/C5203
479	143457280	143483258	25978	/s/C5204
480	143483392	143506580	23188	/s/C5205
481	143506944	143530437	23493	/s/C5301
482	143530496	143555378	24882	/s/C5302
483	143555584	143573685	18101	/s/C5303
484	143574016	143594691	20675	/s/C5304
485	143595008	143632303	37295	/s/C5305
486	143632384	143663220	30836	/s/C5306
487	143663616	143690535	26919	/s/C5307
488	143690752	143723894	33142	/s/C5401
489	143724032	143743671	19639	/s/C5402
490	143744000	143779692	35692	/s/C5403
491	143779840	143790623	10783	/s/C5404
492	143791104	143823854	32750	/s/C5405
493	143823872	143849714	25842	/s/C5406
494	143849984	143876997	27013	/s/C5407
495	143877120	143901553	24433	/s/C5501
496	143901696	143915602	13906	/s/C5502
497	143916032	143951989	35957	/s/C5503
498	143952384	143955763	3379	/s/C5504
499	143955968	143978223	22255	/s/C5505
500	143978496	143987751	9255	/s/C5506
501	143988224	144041442	53218	/s/C5601
502	144041472	144063769	22297	/s/C5602
503	144064000	144106144	42144	/s/C5603
504	144106496	144116150	9654	/s/C5604
505	144116224	144143845	27621	/s/C5605
506	144143872	144154690	10818	/s/C5606
507	144155136	144176329	21193	/s/C5606b
508	144176640	144183312	6672	/s/C5701
509	144183808	144200771	16963	/s/C5702
510	144201216	144228257	27041	/s/C5703
511	144228352	144254939	26587	/s/C5704
512	144254976	144295752	40776	/s/C5705
513	144295936	144318146	22210	/s/C5706
514	144318464	144337779	19315	/s/C5801
515	144337920	144361376	23456	/s/C5802
516	144361472	144364823	3351	/s/C5803
517	144365056	144380688	15632	/s/C5804
518	144380928	144396910	15982	/s/C5805
519	144397312	144406359	9047	/s/C5806
520	144406528	144415704	9176	/s/C5807
521	144415744	144437416	21672	/s/C5901
522	144437760	144456701	18941	/s/C5902
523	144456704	144477599	20895	/s/C5903
524	144477696	144505917	28221	/s/C5904
525	144506368	144524138	17770	/s/C6001
526	144524288	144558710	34422	/s/C6002
527	144559104	144587731	28627	/s/C6003
528	144587776	144608442	20666	/s/C6004
529	144608768	144637628	28860	/s/C6005
530	144637952	144658256	20304	/s/C6006
531	144658432	144677450	19018	/s/C6007
532	144677888	144701940	24052	/s/C6008
533	144701952	144720129	18177	/s/C6009
534	144720384	144738668	18284	/s/C6010
535	144738816	144754883	16067	/s/C6011
536	144755200	144762447	7247	/s/C6012
537	144762880	144768850	5970	/s/C6013
538	144769024	144783088	14064	/s/C6101
539	144783360	144798727	15367	/s/C6102
540	144799232	144823729	24497	/s/C6103
541	144823808	144833078	9270	/s/C6104
542	144833536	144856264	22728	/s/C6105
543	144856576	144871234	14658	/s/C6106
544	144871424	144887411	15987	/s/C6107
545	144887808	144904882	17074	/s/C6201
546	144905216	144914060	8844	/s/C6202
547	144914432	144935970	21538	/s/C6203
548	144936448	144958621	22173	/s/C6204
549	144958976	144971207	12231	/s/C6205
550	144971264	144989412	18148	/s/C6301
551	144989696	145007100	17404	/s/C6302
552	145007104	145034059	26955	/s/C6303
553	145034240	145037226	2986	/s/C6304
554	145037312	145053809	16497	/s/C6305
555	145054208	145074053	19845	/s/C6401
556	145074176	145098540	24364	/s/C6402
557	145098752	145138141	39389	/s/C6403
558	145138176	145151145	12969	/s/C6404
559	145151488	145170863	19375	/s/C6405
560	145170944	145188672	17728	/s/C6406
561	145188864	145206945	18081	/s/C6501
562	145207296	145239918	32622	/s/C6502
563	145240064	145259568	19504	/s/C6503
564	145260032	145290974	30942	/s/C6504
565	145291264	145292945	1681	/s/C6505
566	145293312	145316782	23470	/s/C6601
567	145316864	145343260	26396	/s/C6602
568	145343488	145364478	20990	/s/C6603
569	145364480	145378375	13895	/s/C6604
570	145378816	145399572	20756	/s/C6605
571	145399808	145417817	18009	/s/C6606
572	145418240	145436291	18051	/s/C6607
573	145436672	145440829	4157	/s/C6608
574	145441280	145450283	9003	/s/C6701
575	145450496	145464756	14260	/s/C6702
576	145464832	145475961	11129	/s/C6703
577	145476096	145486709	10613	/s/C6704
578	145486848	145504854	18006	/s/C6705
579	145505280	145509544	4264	/s/C6706
580	145509888	145540099	30211	/s/C6707
581	145540608	145562097	21489	/s/C6801
582	145562112	145593572	31460	/s/C6802
583	145593856	145618960	25104	/s/C6803
584	145619456	145645926	26470	/s/C6804
585	145646080	145676295	30215	/s/C6805
586	145676800	145708509	31709	/s/C6806
587	145708544	145742906	34362	/s/C6807
588	145743360	145770872	27512	/s/C6808
589	145771008	145793757	22749	/s/C6901
590	145794048	145819088	25040	/s/C6902
591	145819136	145849321	30185	/s/C6903
592	145849344	145879254	29910	/s/C6904
593	145879552	145907366	27814	/s/C6905
594	145907712	145941717	34005	/s/C7001
595	145942016	145964056	22040	/s/C7002
596	145964544	145997535	32991	/s/C7003
597	145997824	146030382	32558	/s/C7004
598	146030592	146069563	38971	/s/C7005
599	146070016	146111350	41334	/s/C7006
600	146111488	146126667	15179	/s/C7101
601	146126848	146150557	23709	/s/C7102
602	146150912	146169713	18801	/s/C7103
603	146169856	146203042	33186	/s/C7104
604	146203136	146227611	24475	/s/C7105
605	146227712	146259952	32240	/s/C7106
606	146259968	146274712	14744	/s/C7107
607	146274816	146307017	32201	/s/C7108
608	146307072	146325770	18698	/s/C7201
609	146326016	146352292	26276	/s/C7202
610	146352640	146372649	20009	/s/C7203
611	146373120	146394285	21165	/s/C7204
612	146394624	146414379	19755	/s/C7205
613	146414592	146441894	27302	/s/C7206
614	146442240	146458533	16293	/s/C7207
615	146458624	146491974	33350	/s/C7208
616	146492416	146502025	9609	/s/C7209
617	146502144	146529341	27197	/s/C7210
618	146529792	146554006	24214	/s/C7301
619	146554368	146559560	5192	/s/C7302
620	146560000	146568012	8012	/s/C7303
621	146568192	146592493	24301	/s/C7304
622	146592768	146618467	25699	/s/C7305
623	146618880	146649667	30787	/s/C7306
624	146650112	146657107	6995	/s/C7307
625	146657280	146674775	17495	/s/C7308
626	146675200	146705567	30367	/s/C7309
627	146705920	146719368	13448	/s/C7310
628	146719744	146741555	21811	/s/C7401
629	146741760	146750853	9093	/s/C7402
630	146750976	146771908	20932	/s/C7403
631	146771968	146807361	35393	/s/C7404
632	146807808	146833142	25334	/s/C7405
633	146833408	146861150	27742	/s/C7406
634	146861568	146883841	22273	/s/C7407
635	146884096	146915081	30985	/s/C7408
636	146915328	146924119	8791	/s/C7409
637	146924544	146959003	34459	/s/C7410
638	146959360	146969789	10429	/s/C7411
639	146970112	146986921	16809	/s/C7412
640	146987008	146996395	9387	/s/C7413
641	146996736	147004969	8233	/s/C7414
642	147005440	147035622	30182	/s/C7415
643	147035648	147056448	20800	/s/C7416
644	147056640	147082361	25721	/s/C7417
645	147082752	147111420	28668	/s/C7418
646	147111424	147115006	3582	/s/C7419
